filter,filename,mean,std,median,resistant_mean,resistant_std,resistant_std_of_mean,sigma_clipped_mean,sigma_clipped_std,n_pixels,bg_fraction
NISP_H,galaxy_and_stream_convolved_1_0.4_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,66.551170,6.624402,66.128693,66.540054,5.601535,0.029941,66.401970,5.318107,35053,0.876325
NISP_H,galaxy_and_stream_convolved_9_0.05_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,64.834801,5.111818,64.448792,64.799065,4.983984,0.026633,64.661964,4.732717,35059,0.876475
NISP_H,galaxy_and_stream_convolved_3_0.25_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,63.613605,3.940867,63.382767,63.601482,3.903531,0.020546,63.507206,3.731108,36116,0.902900
NISP_H,galaxy_and_stream_convolved_1_1_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,66.337662,6.556458,65.928444,66.333382,5.568733,0.029484,66.196602,5.280932,35721,0.893025
NISP_H,galaxy_and_stream_convolved_6_1_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,63.473625,5.241384,63.111149,63.456059,5.081215,0.026796,63.320648,4.820721,35993,0.899825
NISP_H,galaxy_and_stream_convolved_4_0.2_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,64.644577,5.612419,64.178566,64.596161,5.298492,0.028563,64.455162,5.014490,34465,0.861625
NISP_H,galaxy_and_stream_convolved_3_1_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,63.406330,3.942841,63.169140,63.387146,3.883147,0.020224,63.286873,3.696887,36895,0.922375
NISP_H,galaxy_and_stream_convolved_8_0.05_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,64.505089,5.179732,64.083046,64.492508,5.140562,0.028250,64.386757,4.949190,33125,0.828125
NISP_H,galaxy_and_stream_convolved_7_0.6_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,65.778717,4.369157,65.438316,65.745605,4.241044,0.023180,65.644150,4.058040,33513,0.837825
NISP_H,galaxy_and_stream_convolved_3_0.05_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,64.300621,4.176363,64.002701,64.277512,4.081097,0.023002,64.187263,3.919397,31504,0.787600
NISP_H,galaxy_and_stream_convolved_3_0.15_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,63.679863,3.945287,63.439583,63.669708,3.914472,0.020783,63.579014,3.749104,35492,0.887300
NISP_H,galaxy_and_stream_convolved_8_0.6_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,62.767956,4.794035,62.410492,62.752728,4.745632,0.024542,62.626007,4.506509,37411,0.935275
NISP_H,galaxy_and_stream_convolved_3_0.6_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,63.484772,3.950324,63.241188,63.465004,3.889534,0.020315,63.367935,3.708022,36690,0.917250
NISP_H,galaxy_and_stream_convolved_4_0.25_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,64.553986,5.588180,64.094048,64.505783,5.274430,0.028369,64.361282,4.984526,34619,0.865475
NISP_H,galaxy_and_stream_convolved_1_0.1_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,67.393356,6.790899,66.946808,67.386520,5.796438,0.031666,67.252159,5.536470,33552,0.838800
NISP_H,galaxy_and_stream_convolved_7_0.1_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,66.764496,4.699286,66.328049,66.732132,4.579778,0.025696,66.619400,4.383911,31800,0.795000
NISP_H,galaxy_and_stream_convolved_4_0.6_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,64.295723,5.543092,63.827194,64.246620,5.227449,0.027892,64.101753,4.935631,35181,0.879525
NISP_H,galaxy_and_stream_convolved_6_0.6_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,63.552338,5.269577,63.171307,63.532581,5.101151,0.026949,63.398880,4.842930,35869,0.896725
NISP_H,galaxy_and_stream_convolved_7_0.15_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,66.448128,4.592989,66.044617,66.415009,4.469681,0.024840,66.312218,4.289362,32414,0.810350
NISP_H,galaxy_and_stream_convolved_3_0.1_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,63.774864,3.965804,63.539051,63.764446,3.934309,0.021144,63.669086,3.764912,34639,0.865975
NISP_H,galaxy_and_stream_convolved_7_0.4_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,65.932114,4.415462,65.568405,65.900856,4.293433,0.023534,65.798599,4.110267,33319,0.832975
NISP_H,galaxy_and_stream_convolved_7_0.2_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,66.269470,4.531484,65.881157,66.239067,4.414416,0.024403,66.137611,4.234190,32757,0.818925
NISP_H,galaxy_and_stream_convolved_9_1_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,63.695721,4.853158,63.315666,63.665470,4.754125,0.024749,63.536289,4.514552,36938,0.923450
NISP_H,galaxy_and_stream_convolved_8_0.1_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,63.646740,5.001921,63.279686,63.632694,4.958327,0.026491,63.513496,4.735609,35050,0.876250
NISP_H,galaxy_and_stream_convolved_8_0.25_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,63.008160,4.826117,62.653469,62.995579,4.785612,0.025077,62.873478,4.551991,36435,0.910875
NISP_H,galaxy_and_stream_convolved_8_0.8_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,62.711014,4.781004,62.357086,62.695370,4.732518,0.024404,62.572273,4.499728,37627,0.940675
NISP_H,galaxy_and_stream_convolved_8_0.15_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,63.270317,4.872425,62.922298,63.258888,4.835097,0.025604,63.143646,4.614746,35674,0.891850
NISP_H,galaxy_and_stream_convolved_2_0.05_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,65.192749,4.219820,64.891159,65.174034,4.150168,0.022223,65.066559,3.952955,34899,0.872475
NISP_H,galaxy_and_stream_convolved_8_0.4_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,62.858746,4.806335,62.502258,62.844063,4.759475,0.024748,62.715244,4.516726,37004,0.925100
NISP_H,galaxy_and_stream_convolved_5_1_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,64.917542,5.163461,64.555168,64.881035,4.980520,0.026387,64.773308,4.742322,35664,0.891600
NISP_H,galaxy_and_stream_convolved_10_0.05_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,65.305473,4.833105,64.889076,65.267105,4.645432,0.024979,65.144989,4.417484,34627,0.865675
NISP_H,galaxy_and_stream_convolved_3_0.2_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,63.646320,3.951400,63.406723,63.634125,3.913885,0.020663,63.537533,3.738352,35897,0.897425
NISP_H,galaxy_and_stream_convolved_6_0.4_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,63.631802,5.316448,63.249710,63.607220,5.118830,0.027107,63.473331,4.860007,35700,0.892500
NISP_H,galaxy_and_stream_convolved_4_0.8_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,64.224113,5.533198,63.764587,64.175179,5.218181,0.027789,64.027992,4.922410,35317,0.882925
NISP_H,galaxy_and_stream_convolved_6_0.15_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,63.937702,5.403632,63.539413,63.912388,5.203572,0.027819,63.779655,4.946658,35030,0.875750
NISP_H,galaxy_and_stream_convolved_10_0.15_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,64.318794,4.564529,63.980076,64.279175,4.369779,0.023075,64.181572,4.178734,35909,0.897725
NISP_H,galaxy_and_stream_convolved_5_0.15_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,66.294785,5.626026,65.837845,66.249191,5.362229,0.029478,66.113205,5.084791,33126,0.828150
NISP_H,galaxy_and_stream_convolved_2_0.15_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,64.773361,4.149410,64.469505,64.751823,4.069424,0.021441,64.647263,3.876199,36053,0.901325
NISP_H,galaxy_and_stream_convolved_3_0.4_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,63.547871,3.943988,63.305149,63.532043,3.895776,0.020406,63.436665,3.719947,36473,0.911825
NISP_H,galaxy_and_stream_convolved_7_0.25_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,66.144211,4.480628,65.774231,66.115425,4.366534,0.024061,66.015602,4.188879,32966,0.824150
NISP_H,galaxy_and_stream_convolved_8_1_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,62.673832,4.772216,62.323586,62.658276,4.724000,0.024312,62.539070,4.496595,37775,0.944375
NISP_H,galaxy_and_stream_convolved_4_0.4_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,64.404572,5.557724,63.948742,64.356941,5.246009,0.028088,64.213799,4.959588,34935,0.873375
NISP_H,galaxy_and_stream_convolved_10_0.25_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,64.020401,4.493484,63.687195,63.980713,4.296609,0.022543,63.876560,4.090442,36377,0.909425
NISP_H,galaxy_and_stream_convolved_1_0.2_NISP_H_in_EUC_NIR_H_LSB_ObsID_2706,66.882729,6.707685,66.455322,66.870781,5.682369,0.030595,66.726242,5.394455,34546,0.863650
NISP_J,galaxy_and_stream_convolved_4_0.15_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,76.250832,5.847416,75.763344,76.225441,5.562585,0.029981,76.062233,5.251672,34481,0.862025
NISP_J,galaxy_and_stream_convolved_7_0.1_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,78.710976,4.805218,78.327713,78.686554,4.729074,0.026367,78.569550,4.534692,32197,0.804925
NISP_J,galaxy_and_stream_convolved_9_0.25_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.669388,5.136441,74.328392,74.637497,5.031139,0.026273,74.510384,4.778570,36709,0.917725
NISP_J,galaxy_and_stream_convolved_3_0.05_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.847542,4.361128,74.517738,74.820358,4.236068,0.023789,74.707390,4.026223,31736,0.793400
NISP_J,galaxy_and_stream_convolved_8_0.6_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,75.173615,5.267516,74.799423,75.150528,5.196896,0.026763,75.003883,4.929202,37736,0.943400
NISP_J,galaxy_and_stream_convolved_8_0.1_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,76.126633,5.463680,75.699623,76.102715,5.392789,0.028645,75.965652,5.147106,35469,0.886725
NISP_J,galaxy_and_stream_convolved_4_0.05_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,77.103516,6.072845,76.593781,77.075958,5.749543,0.031875,76.917519,5.459355,32590,0.814750
NISP_J,galaxy_and_stream_convolved_3_0.4_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.161880,4.082846,73.885788,74.139252,4.005151,0.020891,74.038483,3.807155,36789,0.919725
NISP_J,galaxy_and_stream_convolved_3_0.15_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.293121,4.113976,74.012375,74.269707,4.033892,0.021314,74.166519,3.834251,35852,0.896300
NISP_J,galaxy_and_stream_convolved_9_0.2_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.755539,5.166688,74.416069,74.722672,5.058990,0.026456,74.588768,4.794715,36605,0.915125
NISP_J,galaxy_and_stream_convolved_6_0.4_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,73.646111,21.968315,73.482788,73.810982,5.360818,0.028806,73.693588,5.104390,34705,0.867625
NISP_J,galaxy_and_stream_convolved_1_0.8_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,76.583458,6.101996,76.082527,76.544632,5.820490,0.031149,76.364395,5.458808,34967,0.874175
NISP_J,galaxy_and_stream_convolved_5_0.1_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,78.946907,6.151037,78.524811,78.884247,5.617239,0.031072,78.768845,5.357134,32733,0.818325
NISP_J,galaxy_and_stream_convolved_10_0.05_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,76.501366,5.081732,76.117073,76.468994,4.884726,0.026029,76.356369,4.650751,35276,0.881900
NISP_J,galaxy_and_stream_convolved_2_0.15_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,77.775978,4.419317,77.458199,77.752205,4.342702,0.022787,77.643166,4.150973,36353,0.908825
NISP_J,galaxy_and_stream_convolved_8_0.2_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,75.563866,5.343519,75.170425,75.542221,5.276885,0.027605,75.397339,5.014280,36565,0.914125
NISP_J,galaxy_and_stream_convolved_5_0.6_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,77.176682,5.735408,76.800499,77.127602,5.294935,0.027989,77.014435,5.013223,35843,0.896075
NISP_J,galaxy_and_stream_convolved_3_0.25_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.233154,4.099471,73.960991,74.210327,4.021430,0.021053,74.106697,3.820442,36519,0.912975
NISP_J,galaxy_and_stream_convolved_6_0.25_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,73.748657,22.054853,73.568214,73.914818,5.391251,0.029080,73.796219,5.134511,34443,0.861075
NISP_J,galaxy_and_stream_convolved_4_0.6_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,75.816139,5.756465,75.371231,75.789261,5.467667,0.029072,75.631836,5.159214,35431,0.885775
NISP_J,galaxy_and_stream_convolved_9_0.1_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,75.071518,5.209429,74.736526,75.040352,5.106561,0.026891,74.909813,4.848764,36098,0.902450
NISP_J,galaxy_and_stream_convolved_7_0.8_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,77.685318,4.572096,77.333427,77.655937,4.473048,0.024256,77.531769,4.260635,34043,0.851075
NISP_J,galaxy_and_stream_convolved_8_0.8_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,75.116188,5.259729,74.743477,75.093262,5.189573,0.026655,74.945847,4.920955,37935,0.948375
NISP_J,galaxy_and_stream_convolved_7_0.6_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,77.760735,4.590012,77.410217,77.731232,4.490825,0.024398,77.604843,4.275940,33915,0.847875
NISP_J,galaxy_and_stream_convolved_10_0.6_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.840286,4.693500,74.494720,74.816345,4.525153,0.023420,74.703049,4.286103,37388,0.934700
NISP_J,galaxy_and_stream_convolved_9_0.8_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.413780,5.059832,74.090141,74.388840,4.977340,0.025806,74.263649,4.726673,37232,0.930800
NISP_J,galaxy_and_stream_convolved_8_0.25_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,75.457611,5.324140,75.067345,75.435455,5.256297,0.027379,75.293854,4.998612,36884,0.922100
NISP_J,galaxy_and_stream_convolved_3_0.8_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.066856,4.064260,73.786781,74.045082,3.988755,0.020713,73.950104,3.800214,37116,0.927900
NISP_J,galaxy_and_stream_convolved_1_0.15_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,77.244148,6.222223,76.724419,77.205788,5.962774,0.032518,77.036438,5.625760,33668,0.841700
NISP_J,galaxy_and_stream_convolved_1_0.05_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,78.476028,6.583437,77.862534,78.437729,6.324291,0.035983,78.267708,5.993060,30925,0.773125
NISP_J,galaxy_and_stream_convolved_1_0.2_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,77.055107,6.165459,76.546570,77.019836,5.912459,0.032101,76.858643,5.581830,33964,0.849100
NISP_J,galaxy_and_stream_convolved_9_0.05_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,75.549469,5.353478,75.172485,75.509964,5.200161,0.027605,75.366623,4.922498,35525,0.888125
NISP_J,galaxy_and_stream_convolved_5_0.4_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,77.389137,5.814364,76.979225,77.334633,5.358198,0.028503,77.223900,5.081573,35395,0.884875
NISP_J,galaxy_and_stream_convolved_8_1_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,75.072632,5.244868,74.707909,75.051178,5.178187,0.026553,74.904938,4.910302,38057,0.951425
NISP_J,galaxy_and_stream_convolved_3_0.2_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.255936,4.101782,73.979019,74.232918,4.023070,0.021135,74.131065,3.824822,36267,0.906675
NISP_J,galaxy_and_stream_convolved_8_0.15_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,75.755577,5.386468,75.339691,75.733650,5.319275,0.027981,75.588272,5.056212,36165,0.904125
NISP_J,galaxy_and_stream_convolved_5_0.25_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,77.711319,5.869740,77.287994,77.659485,5.421923,0.029163,77.546120,5.148248,34619,0.865475
NISP_J,galaxy_and_stream_convolved_3_0.1_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.375328,4.167280,74.079773,74.352173,4.069020,0.021783,74.242104,3.856765,34923,0.873075
NISP_J,galaxy_and_stream_convolved_9_1_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.387329,5.055470,74.071426,74.361710,4.971174,0.025746,74.239342,4.724581,37314,0.932850
NISP_J,galaxy_and_stream_convolved_6_0.6_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,73.585091,21.912300,73.421837,73.749123,5.341999,0.028634,73.633766,5.086798,34877,0.871925
NISP_J,galaxy_and_stream_convolved_10_0.25_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,75.128380,4.765463,74.779236,75.097313,4.573565,0.023863,74.983887,4.333371,36796,0.919900
NISP_J,galaxy_and_stream_convolved_3_0.6_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.106804,4.072539,73.830139,74.084946,3.996971,0.020790,73.985283,3.801748,36993,0.924825
NISP_J,galaxy_and_stream_convolved_6_0.05_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.686020,22.664074,74.482101,74.862602,5.658041,0.031319,74.739014,5.395794,32704,0.817600
NISP_J,galaxy_and_stream_convolved_5_0.2_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,77.930305,5.877170,77.496803,77.878578,5.460032,0.029534,77.757057,5.178357,34230,0.855750
NISP_J,galaxy_and_stream_convolved_8_0.4_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,75.292648,5.299679,74.906578,75.268562,5.226631,0.027027,75.123367,4.962870,37427,0.935675
NISP_J,galaxy_and_stream_convolved_7_1_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,77.635368,4.562071,77.283730,77.605400,4.461461,0.024168,77.480209,4.247766,34113,0.852825
NISP_J,galaxy_and_stream_convolved_6_0.1_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.135010,22.321943,73.953026,74.300217,5.504925,0.030030,74.179825,5.245841,33681,0.842025
NISP_J,galaxy_and_stream_convolved_7_0.05_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,79.441559,4.982765,79.052261,79.420151,4.915436,0.028482,79.303581,4.717277,29806,0.745150
NISP_J,galaxy_and_stream_convolved_1_0.6_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,76.630348,6.100297,76.129036,76.590202,5.818266,0.031226,76.415428,5.462460,34767,0.869175
NISP_J,galaxy_and_stream_convolved_10_0.8_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.795349,4.689418,74.447472,74.771469,4.521598,0.023349,74.656509,4.278481,37555,0.938875
NISP_J,galaxy_and_stream_convolved_7_0.25_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,78.072708,4.642373,77.725388,78.044083,4.550153,0.024951,77.918900,4.339796,33290,0.832250
NISP_J,galaxy_and_stream_convolved_2_0.1_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,77.919548,4.470189,77.595535,77.893181,4.385311,0.023097,77.783508,4.193444,36085,0.902125
NISP_J,galaxy_and_stream_convolved_5_0.8_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,77.057236,5.520222,76.702881,77.018730,5.267353,0.027749,76.908096,4.985843,36086,0.902150
NISP_J,galaxy_and_stream_convolved_9_0.4_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.536720,5.100208,74.206696,74.506927,5.001195,0.026036,74.385452,4.754345,36933,0.923325
NISP_J,galaxy_and_stream_convolved_10_1_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.771637,4.686844,74.424881,74.747818,4.519500,0.023296,74.634537,4.279412,37692,0.942300
NISP_J,galaxy_and_stream_convolved_8_0.05_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,77.100296,5.719032,76.634781,77.076485,5.650268,0.030807,76.929657,5.389418,33664,0.841600
NISP_J,galaxy_and_stream_convolved_4_0.8_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,75.740738,5.743155,75.305489,75.715385,5.437710,0.028868,75.564987,5.141375,35543,0.888575
NISP_J,galaxy_and_stream_convolved_10_0.4_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.944641,4.725636,74.590958,74.916458,4.543506,0.023594,74.802490,4.302283,37142,0.928550
NISP_J,galaxy_and_stream_convolved_7_0.2_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,78.219070,4.718007,77.856941,78.182587,4.598037,0.025263,78.055618,4.384936,33168,0.829200
NISP_J,galaxy_and_stream_convolved_1_1_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,76.537888,6.087770,76.040611,76.500145,5.808377,0.031044,76.318085,5.442405,35057,0.876425
NISP_J,galaxy_and_stream_convolved_1_0.1_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,77.580513,6.310489,77.048584,77.545135,6.059879,0.033350,77.379601,5.729783,33056,0.826400
NISP_J,galaxy_and_stream_convolved_7_0.15_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,78.413101,4.748975,78.038742,78.385246,4.662527,0.025719,78.264671,4.458922,32897,0.822425
NISP_J,galaxy_and_stream_convolved_4_0.25_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,76.039970,5.789019,75.588112,76.016563,5.509192,0.029521,75.860352,5.203704,34881,0.872025
NISP_J,galaxy_and_stream_convolved_6_0.8_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,73.545418,21.880486,73.386543,73.708954,5.325006,0.028505,73.595825,5.072469,34970,0.874250
NISP_J,galaxy_and_stream_convolved_4_0.4_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,75.896019,5.753623,75.456955,75.871964,5.472385,0.029211,75.715446,5.165518,35152,0.878800
NISP_J,galaxy_and_stream_convolved_1_0.4_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,76.742485,6.092299,76.248154,76.709229,5.838236,0.031438,76.536858,5.488119,34527,0.863175
NISP_J,galaxy_and_stream_convolved_7_0.4_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,77.886147,4.609684,77.529892,77.856590,4.515326,0.024619,77.725929,4.296721,33675,0.841875
NISP_J,galaxy_and_stream_convolved_10_0.1_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,75.780418,4.898944,75.434654,75.753494,4.718675,0.024896,75.636223,4.476881,35981,0.899525
NISP_J,galaxy_and_stream_convolved_4_0.2_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,76.121201,5.812490,75.658058,76.096870,5.530444,0.029706,75.937614,5.221833,34716,0.867900
NISP_J,galaxy_and_stream_convolved_2_0.05_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,78.230522,4.516398,77.900047,78.204781,4.433271,0.023599,78.104942,4.253927,35323,0.883075
NISP_J,galaxy_and_stream_convolved_5_0.15_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,78.287056,5.936365,77.851273,78.234543,5.517075,0.030097,78.110596,5.240124,33655,0.841375
NISP_J,galaxy_and_stream_convolved_6_0.2_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,73.821526,22.104568,73.634926,73.988731,5.423290,0.029311,73.863785,5.154556,34306,0.857650
NISP_J,galaxy_and_stream_convolved_9_0.6_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.459427,5.083889,74.129532,74.431801,4.989237,0.025909,74.306839,4.737032,37116,0.927900
NISP_J,galaxy_and_stream_convolved_2_0.2_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,77.704498,4.401193,77.391441,77.680824,4.324461,0.022639,77.572426,4.131526,36521,0.913025
NISP_J,galaxy_and_stream_convolved_10_0.2_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,75.251076,4.783048,74.906418,75.222801,4.599011,0.024048,75.112923,4.365810,36632,0.915800
NISP_J,galaxy_and_stream_convolved_5_0.05_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,80.639198,6.568228,80.099258,80.564125,6.003203,0.034396,80.434326,5.722518,30519,0.762975
NISP_J,galaxy_and_stream_convolved_4_0.1_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,76.481339,5.915149,76.012711,76.454720,5.612929,0.030466,76.294708,5.311219,33998,0.849950
NISP_J,galaxy_and_stream_convolved_2_0.25_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,77.661415,4.394374,77.355957,77.637787,4.317651,0.022569,77.526756,4.120440,36632,0.915800
NISP_J,galaxy_and_stream_convolved_9_0.15_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.872795,5.190779,74.536140,74.838097,5.078356,0.026631,74.704369,4.815248,36405,0.910125
NISP_J,galaxy_and_stream_convolved_6_0.15_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,73.929901,22.186338,73.749672,74.095825,5.457170,0.029595,73.971786,5.185936,34074,0.851850
NISP_J,galaxy_and_stream_convolved_5_1_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,76.983154,5.498219,76.632401,76.945641,5.247502,0.027591,76.839470,4.969291,36224,0.905600
NISP_J,galaxy_and_stream_convolved_3_1_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,74.035782,4.056459,73.762001,74.014030,3.980926,0.020649,73.918457,3.790865,37201,0.930025
NISP_J,galaxy_and_stream_convolved_4_1_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,75.700310,5.744885,75.261559,75.673279,5.435067,0.028818,75.518166,5.129739,35633,0.890825
NISP_J,galaxy_and_stream_convolved_1_0.25_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,76.947731,6.147347,76.436554,76.912697,5.895003,0.031896,76.740776,5.547484,34200,0.855000
NISP_J,galaxy_and_stream_convolved_10_0.15_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,75.441429,4.821678,75.101074,75.414330,4.640925,0.024354,75.298050,4.401463,36370,0.909250
NISP_J,galaxy_and_stream_convolved_6_1_NISP_J_in_EUC_NIR_J_LSB_ObsID_2706,73.520821,21.865419,73.362366,73.684120,5.316903,0.028444,73.572594,5.065419,35014,0.875350
NISP_Y,galaxy_and_stream_convolved_4_0.05_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,58.538113,5.794890,58.079060,58.472561,5.269401,0.028834,58.341759,4.987717,33469,0.836725
NISP_Y,galaxy_and_stream_convolved_5_0.8_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,59.599815,5.549462,59.330257,59.552662,5.137159,0.027166,59.449974,4.875317,35819,0.895475
NISP_Y,galaxy_and_stream_convolved_6_0.6_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,57.336742,6.274785,57.219986,57.518711,5.034841,0.026468,57.457233,4.759204,36409,0.910225
NISP_Y,galaxy_and_stream_convolved_9_1_NISP_Y_in_EUC_NIR_Y_LSB_ObsID_2706,55.844193,4.646216,55.492878,55.817074,4.562242,0.023468,55.693363,4.330250,37830,0.945750
